FILTROS;;;;;;;;
;0 Registros;;;;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_INF_ADIC;VL_INF_ADIC;DESC_COMPL_AJ;
